density,total_population,cancer,binge,csmoking,lpa,sleep,cancer_risk
87.3,36762,6.7,19.8,23.9,30.3,39.9,6.5-7
212.3,131035,6.8,18.6,19.5,27.6,37.2,6.5-7
53.5,21773,6.7,18.4,24.3,30.3,39.2,6.5-7
38.6,22152,6.7,12.1,29.9,43.6,43.1,6.5-7
6.6,5676,6.4,15.4,19.4,33.5,37.0,6-6.5
14.1,13789,6.7,13.3,24.8,39.8,40.3,6.5-7
2.9,5290,6.2,13.1,18.2,38.5,36.7,6-6.5
24.2,21827,6.4,13.9,20.3,38.2,38.0,6-6.5
10.2,9424,6.5,13.6,22.0,37.5,37.3,6.5-7
53.4,48290,6.8,13.7,22.4,35.1,39.4,6.5-7
22.4,28682,6.4,13.2,23.4,40.1,39.2,6-6.5
166.9,149690,6.4,15.0,17.4,29.7,34.9,6-6.5
58.6,48144,6.4,13.5,20.9,36.4,37.8,6-6.5
65.1,48761,6.7,13.0,23.9,36.1,41.5,6.5-7
19.0,14665,6.7,12.7,26.5,41.4,42.9,6.5-7
1.2,2128,6.2,13.1,18.3,37.7,37.5,6-6.5
529.3,285168,6.3,15.4,16.6,30.3,37.7,6-6.5
10.6,5485,6.7,13.0,25.6,39.8,39.1,6.5-7
112.8,120613,6.2,13.0,19.5,39.1,41.8,6-6.5
8.9,5636,6.5,13.6,22.8,37.3,38.5,6.5-7
18.6,14167,6.7,13.5,24.3,39.5,40.3,6.5-7
75.4,71611,6.7,14.8,22.8,34.0,38.7,6.5-7
29.3,28960,6.3,13.2,19.0,37.8,37.7,6-6.5
58.5,43194,6.7,12.9,24.1,38.1,38.7,6.5-7
4.9,4882,6.6,13.8,20.1,35.7,38.3,6.5-7
3.1,3850,6.6,14.2,20.7,35.6,36.8,6.5-7
57.5,60833,6.4,13.8,19.0,34.4,37.7,6-6.5
34.6,27750,6.6,13.7,23.0,37.4,36.9,6.5-7
51.0,56146,6.6,14.3,20.7,34.4,35.7,6.5-7
4.3,4334,6.6,14.8,18.5,32.3,36.1,6.5-7
8.9,5714,6.4,14.1,22.3,40.1,39.8,6-6.5
4.9,2638,6.0,12.5,18.4,39.3,38.2,6-6.5
3.6,3693,6.3,13.6,18.6,38.7,35.6,6-6.5
21.9,12650,6.7,13.4,24.3,38.9,38.2,6.5-7
16.5,13312,6.6,13.4,25.4,40.9,42.1,6.5-7
30.5,24467,6.1,13.6,17.4,38.5,37.7,6-6.5
7.9,5999,6.5,13.1,23.6,41.2,39.4,6.5-7
17.2,11075,6.7,13.6,24.1,37.2,39.4,6.5-7
47.3,43528,6.6,13.9,21.9,37.0,40.0,6.5-7
17.6,15796,6.5,14.3,19.4,36.5,35.9,6.5-7
8.6,8695,6.4,13.2,22.4,40.2,38.9,6-6.5
13.9,10065,6.7,13.2,24.0,37.9,40.2,6.5-7
31.4,49861,6.7,13.3,24.5,41.7,41.9,6.5-7
36.7,34994,6.7,14.2,22.2,35.5,37.1,6.5-7
64.9,48284,6.6,14.1,18.3,32.1,37.6,6.5-7
20.0,10291,6.3,13.3,21.7,39.6,39.5,6-6.5
71.5,40777,6.7,14.6,18.6,32.8,35.8,6.5-7
17.7,32706,6.6,12.5,25.0,42.0,40.9,6.5-7
31.8,19679,6.7,13.2,25.2,39.7,40.4,6.5-7
8.0,7629,6.5,14.5,18.8,33.6,35.7,6.5-7
45.9,17047,6.4,12.4,21.9,39.5,39.0,6-6.5
62.8,41139,6.8,13.6,24.8,38.0,39.6,6.5-7
33.9,14116,6.6,13.7,21.4,35.4,38.5,6.5-7
83.9,68022,6.5,13.0,23.3,38.5,39.4,6.5-7
15.2,11126,6.6,14.6,19.9,33.5,37.7,6.5-7
17.7,10041,6.7,14.6,24.2,37.8,39.7,6.5-7
19.4,12019,6.6,12.9,27.4,42.7,42.6,6.5-7
1127.7,799370,6.5,13.6,16.5,33.8,38.8,6.5-7
55.2,38503,6.7,12.8,24.0,39.2,40.3,6.5-7
20.9,46988,6.6,15.4,22.9,36.9,39.2,6.5-7
66.1,31100,6.8,13.5,24.5,41.4,39.8,6.5-7
28.9,16396,6.7,14.0,23.0,37.2,39.4,6.5-7
119.3,81665,6.6,13.1,19.0,35.3,36.5,6.5-7
33.4,43654,6.6,14.1,24.0,36.8,40.9,6.5-7
53.1,38275,6.7,13.7,21.4,33.2,40.4,6.5-7
92.5,72862,6.7,13.7,22.1,37.8,39.2,6.5-7
8.0,11128,6.7,13.2,25.1,39.6,41.1,6.5-7
3.1,3580,6.6,14.1,21.1,35.8,37.9,6.5-7
137.4,92825,6.6,14.6,19.3,32.7,38.4,6.5-7
38.3,24230,6.7,13.5,25.2,41.8,40.5,6.5-7
61.6,41449,6.6,12.6,26.8,40.8,41.7,6.5-7
49.6,43180,6.6,13.5,21.8,39.1,37.3,6.5-7
9.7,19803,5.7,12.6,17.6,40.6,37.4,5.5-6
8.3,7232,6.0,12.5,20.4,42.3,39.8,6-6.5
1144.5,652649,6.6,12.9,17.4,33.1,34.9,6.5-7
145.5,81685,6.6,14.2,19.2,33.7,37.2,6.5-7
124.1,51566,6.6,14.4,18.6,34.1,37.7,6.5-7
10.9,10928,6.5,14.2,19.2,35.5,36.9,6.5-7
6.8,8763,6.6,14.2,18.0,34.2,36.5,6.5-7
16.2,20102,6.5,14.9,19.6,34.2,37.7,6.5-7
5.3,16165,6.6,20.5,17.7,25.7,34.8,6.5-7
137.8,93142,6.5,19.2,13.8,22.2,31.7,6.5-7
224.8,420373,6.5,20.3,13.9,22.3,32.8,6.5-7
48.9,40507,6.6,20.1,17.6,26.0,34.0,6.5-7
80.0,52605,6.6,20.6,19.4,27.1,37.3,6.5-7
40.7,64908,6.6,18.9,20.4,27.8,34.2,6.5-7
8.3,24708,6.6,19.7,18.9,26.9,35.8,6.5-7
14.2,23084,6.6,20.1,18.2,26.7,34.2,6.5-7
66.2,199817,6.6,20.9,15.3,23.5,33.9,6.5-7
22.2,111731,6.7,18.3,20.0,27.9,36.5,6.5-7
1.6,1927,6.6,20.4,18.8,27.1,34.5,6.5-7
1.6,7215,6.7,19.2,20.4,27.7,34.1,6.5-7
0.7,7438,6.7,20.3,18.9,26.1,35.2,6.5-7
44.9,23451,6.2,19.2,15.2,27.0,32.8,6-6.5
79.9,222304,6.5,18.5,17.8,24.3,33.4,6.5-7
13.9,24820,6.3,18.3,18.5,29.4,36.9,6-6.5
53.7,88059,6.7,19.2,20.5,28.5,35.5,6.5-7
11.5,68578,6.5,18.4,18.7,29.1,35.5,6.5-7
1.0,7906,6.5,18.5,20.2,29.9,34.6,6.5-7
84.4,384378,6.6,19.1,15.9,24.6,32.6,6.5-7
51.4,50373,6.7,19.8,18.5,26.5,35.2,6.5-7
57.0,130633,6.6,17.7,17.5,27.8,37.0,6.5-7
3.1,30680,6.0,17.1,19.6,33.6,36.7,6-6.5
295.9,349860,6.3,17.7,15.1,28.7,34.9,6-6.5
5.7,11642,6.0,17.8,18.5,33.3,35.2,6-6.5
1886.9,813794,6.3,22.0,15.1,21.1,30.5,6-6.5
117.1,86735,6.6,20.6,16.1,25.9,33.7,6.5-7
2.2,1789,6.6,20.2,18.4,26.4,33.6,6.5-7
24.7,27224,6.6,20.0,17.4,26.2,35.1,6.5-7
24.3,78120,6.3,18.1,17.9,32.0,35.8,6-6.5
13.2,26857,6.6,19.5,17.9,25.8,35.4,6.5-7
2.3,7261,6.7,20.2,17.4,25.1,34.8,6.5-7
11.3,26839,6.5,19.4,17.3,27.2,34.6,6.5-7
832.3,602808,6.1,19.5,12.2,20.7,30.9,6-6.5
0.8,1341,6.7,19.7,20.1,29.2,36.0,6.5-7
150.7,107859,6.5,20.6,16.8,25.0,33.0,6.5-7
199.0,103207,6.6,18.7,20.3,27.3,37.2,6.5-7
1667.2,1217156,6.8,21.2,18.1,23.7,38.2,6.5-7
99.0,64671,6.7,19.8,23.8,29.2,41.0,6.5-7
377.6,164155,6.6,20.8,21.6,24.6,39.5,6.5-7
47.3,47927,6.7,19.8,23.9,31.0,40.4,6.5-7
492.3,421652,6.3,18.4,19.3,28.3,36.3,6-6.5
232.0,121996,6.8,19.8,23.3,28.5,40.5,6.5-7
52.6,60314,6.7,19.5,23.2,29.5,41.1,6.5-7
1042.1,629744,6.5,20.2,16.7,22.2,35.3,6.5-7
239.2,188610,6.7,20.9,17.0,24.1,36.9,6.5-7
189.2,130245,6.7,19.7,21.9,27.7,41.3,6.5-7
11.2,4429,6.7,19.6,24.7,30.2,40.4,6.5-7
169.0,64450,6.6,19.3,21.7,28.5,40.1,6.5-7
146.4,162483,6.6,19.0,19.0,23.9,37.4,6.5-7
701.0,526101,6.5,18.2,13.7,20.2,32.8,6.5-7
64.0,38447,6.7,19.6,23.3,29.1,39.2,6.5-7
69.3,79290,6.7,18.8,23.7,30.5,42.9,6.5-7
43.6,38697,6.7,19.5,23.1,29.3,40.7,6.5-7
134.9,65158,6.7,18.7,22.1,27.6,39.6,6.5-7
83.6,84595,6.6,18.8,23.9,29.2,40.3,6.5-7
466.6,254512,6.6,20.5,17.5,24.1,36.5,6.5-7
530.7,278648,6.3,18.3,18.9,28.3,38.7,6-6.5
3085.2,567194,6.3,19.0,17.2,24.3,37.9,6-6.5
36.2,29940,6.7,19.8,22.8,27.3,38.9,6.5-7
337.3,269522,6.6,18.4,21.5,27.2,39.4,6.5-7
163.7,129389,6.7,18.8,24.2,31.7,40.6,6.5-7
17.0,7267,6.3,19.3,26.3,34.5,43.4,6-6.5
201.3,155441,6.7,18.6,20.8,28.0,37.9,6.5-7
33.3,14581,6.7,19.7,24.1,28.8,39.5,6.5-7
62.7,36139,6.6,19.9,23.9,29.5,40.6,6.5-7
51.6,45164,6.5,20.1,23.1,28.1,40.7,6.5-7
101.7,84134,6.7,18.7,23.3,29.1,38.8,6.5-7
66.6,43459,6.7,19.5,24.6,29.3,41.2,6.5-7
63.4,24821,6.6,19.0,24.1,30.6,39.7,6.5-7
457.6,210085,6.5,18.3,20.9,27.6,39.1,6.5-7
579.0,546497,6.5,18.0,20.0,25.5,37.4,6.5-7
239.0,85588,6.8,19.3,22.4,28.8,39.6,6.5-7
393.3,142311,6.4,18.8,21.4,28.2,38.2,6-6.5
1071.6,369869,6.1,17.7,17.6,28.1,38.1,6-6.5
356.9,317760,6.4,20.3,21.7,30.7,43.0,6-6.5
92.3,113354,6.7,19.0,22.3,26.5,36.7,6.5-7
41.5,40628,6.6,19.5,23.8,28.8,40.3,6.5-7
162.8,109474,6.7,19.1,22.0,27.3,38.8,6.5-7
112.3,46166,6.8,18.7,25.5,32.3,40.3,6.5-7
281.1,170974,6.2,18.8,19.5,28.3,40.7,6-6.5
1725.4,833434,6.4,19.0,14.9,20.9,39.6,6-6.5
140.0,18230,6.6,18.8,20.4,27.1,37.4,6.5-7
828.9,306422,6.3,20.0,18.0,26.1,40.5,6-6.5
198.4,90920,6.6,18.7,23.9,29.6,39.3,6.5-7
84.1,46379,6.7,20.0,22.4,28.0,39.9,6.5-7
11806.1,1583217,5.8,16.5,20.2,31.9,45.3,5.5-6
102.9,56097,6.4,19.7,18.3,26.7,40.0,6-6.5
15.3,16510,6.7,19.1,24.5,30.1,40.6,6.5-7
181.9,141622,6.6,19.5,23.7,29.4,41.3,6.5-7
123.0,40432,6.7,19.7,22.7,28.2,39.1,6.5-7
68.5,73548,6.6,20.3,23.4,29.1,41.0,6.5-7
13.5,6073,6.7,19.9,23.6,28.6,39.5,6.5-7
48.9,40307,6.7,19.4,22.4,28.0,40.5,6.5-7
35.9,40686,6.7,19.3,23.8,29.8,40.4,6.5-7
142.1,44894,6.5,20.3,20.2,26.3,38.1,6.5-7
75.1,50654,6.7,19.4,23.2,28.3,39.7,6.5-7
44.3,39181,6.7,19.8,22.5,27.9,39.8,6.5-7
242.1,207454,6.7,20.8,19.2,26.2,39.0,6.5-7
70.9,51472,6.6,19.9,21.1,27.8,40.3,6.5-7
340.3,349632,6.6,21.8,20.5,25.6,39.9,6.5-7
67.3,26753,6.7,20.1,21.5,27.4,39.7,6.5-7
498.0,450277,6.5,20.3,19.3,27.3,38.9,6.5-7
2008.6,48535,6.7,19.5,14.5,20.1,32.9,6.5-7
976.6,164578,6.6,19.4,16.5,24.4,37.3,6.5-7
801.5,82060,6.9,21.1,13.0,19.9,33.4,6.5-7
1560.7,639097,6.2,17.9,16.6,29.2,39.3,6-6.5
382.1,125801,6.9,20.2,16.0,20.0,35.9,6.5-7
50.1,24585,6.4,17.5,22.9,31.6,42.7,6-6.5
160.1,171518,6.5,16.6,18.3,27.2,37.3,6.5-7
21.1,8610,5.8,14.8,25.4,39.0,45.1,5.5-6
284.9,203822,6.6,17.9,20.9,30.0,37.8,6.5-7
35.7,14055,6.1,15.7,22.7,34.9,42.4,6-6.5
38.0,20833,6.3,16.0,24.2,35.5,42.7,6-6.5
335.6,193403,6.5,20.3,15.6,22.5,35.1,6.5-7
209.8,230499,6.5,17.6,19.0,28.5,37.8,6.5-7
38.2,14560,6.3,17.5,20.0,30.8,39.3,6-6.5
451.1,413253,6.4,23.3,15.7,24.2,32.1,6-6.5
146.4,57479,6.6,17.3,23.7,34.0,39.3,6.5-7
55.6,32294,6.4,17.0,23.1,33.8,41.7,6-6.5
57.1,45666,6.4,16.7,23.8,36.7,40.2,6-6.5
55.7,33784,6.2,15.9,22.8,32.3,39.6,6-6.5
35.8,37805,6.3,16.7,24.8,36.0,39.2,6-6.5
118.9,66725,6.3,17.2,22.9,32.6,41.9,6-6.5
75.4,30510,6.2,14.5,26.1,38.9,43.0,6-6.5
284.8,163262,6.3,18.6,18.1,26.2,37.5,6-6.5
54.7,27356,6.3,17.8,20.8,31.3,37.9,6-6.5
32.6,22368,6.1,15.9,22.3,35.9,40.3,6-6.5
172.9,138348,6.4,16.4,20.4,33.5,41.0,6-6.5
77.3,62903,6.5,16.8,19.2,29.1,38.5,6.5-7
670.4,526317,6.6,16.9,15.0,26.8,35.7,6.5-7
156.0,70953,6.5,16.4,20.1,33.1,37.9,6.5-7
34.3,19216,6.1,15.6,24.3,38.9,41.8,6-6.5
316.1,358413,6.5,19.8,22.9,29.1,34.4,6.5-7
46.2,30255,6.2,16.1,21.5,34.4,42.4,6-6.5
92.0,66839,6.4,17.7,20.3,30.3,37.6,6-6.5
180.5,99144,6.5,17.4,18.2,28.7,37.3,6.5-7
94.9,67753,6.5,16.5,23.3,32.9,39.9,6.5-7
40.7,16711,6.0,15.4,24.1,37.4,40.1,6-6.5
430.2,300653,6.6,18.5,17.4,26.3,37.4,6.5-7
26.4,9488,6.2,17.3,21.2,31.2,41.0,6-6.5
62.6,30622,6.2,14.7,24.8,38.2,41.3,6-6.5
54.3,26059,6.1,15.6,26.2,38.1,42.2,6-6.5
61.2,38569,6.4,17.1,21.3,32.2,39.8,6-6.5
127.8,80021,6.7,18.6,20.2,27.9,36.8,6.5-7
77.8,86045,6.0,15.0,20.6,33.4,43.2,6-6.5
257.0,127596,6.6,18.5,19.2,28.7,34.7,6.5-7
550.3,416579,6.1,18.0,16.8,25.6,38.4,6-6.5
45.4,20567,6.2,16.6,21.1,34.0,37.3,6-6.5
398.8,322177,6.6,17.1,20.0,28.2,41.5,6.5-7
160.6,106840,6.2,16.6,20.3,33.9,40.9,6-6.5
53.3,27393,6.4,16.5,24.1,34.4,40.5,6-6.5
32.4,30265,5.9,15.2,24.5,35.9,41.9,5.5-6
417.2,283935,6.4,17.8,15.6,24.9,37.8,6-6.5
3.9,2749,6.6,22.4,16.9,30.2,29.4,6.5-7
14.7,18514,6.3,20.5,18.8,35.9,31.0,6-6.5
2.8,3355,6.7,16.9,29.9,42.0,33.5,6.5-7
12.3,6931,6.5,22.2,20.5,31.7,31.5,6.5-7
44.3,35117,6.6,21.3,14.3,26.9,28.1,6.5-7
22.7,38874,6.6,21.5,16.7,29.3,31.5,6.5-7
6.5,5304,6.7,20.9,18.9,31.7,31.6,6.5-7
4.1,1955,6.8,16.6,35.6,45.4,39.6,6.5-7
4.7,10470,6.6,21.7,20.9,34.2,30.3,6.5-7
1.9,1379,6.6,22.2,16.6,27.9,28.7,6.5-7
8.5,9280,6.6,19.7,23.8,35.4,33.2,6.5-7
3.9,3742,6.6,21.3,18.8,31.8,31.0,6.5-7
34.2,14113,6.6,20.5,17.1,29.0,31.0,6.5-7
40.7,27993,6.5,22.1,18.6,29.5,31.0,6.5-7
1.6,4069,6.6,16.3,33.4,43.3,37.8,6.5-7
5.8,9000,6.6,20.0,18.0,31.1,30.1,6.5-7
45.4,19760,6.7,21.0,18.1,30.5,29.8,6.5-7
5.3,5437,6.6,21.8,21.5,33.2,30.8,6.5-7
7.0,4353,6.6,22.9,19.0,32.0,29.3,6.5-7
2.6,5882,6.9,18.2,32.1,42.4,36.6,6.5-7
6.8,2926,6.7,22.5,18.4,30.6,29.8,6.5-7
3.4,3825,6.6,22.8,17.4,29.8,29.9,6.5-7
3.9,6750,6.6,20.3,19.4,33.3,31.2,6.5-7
2.3,2301,6.7,21.4,17.5,29.8,29.7,6.5-7
10.3,7047,6.5,22.5,17.5,31.1,29.6,6.5-7
4.1,4198,6.7,21.0,21.1,33.1,30.8,6.5-7
1.1,1903,6.6,22.1,21.0,34.8,31.6,6.5-7
12.2,6185,6.6,21.9,17.7,31.6,30.4,6.5-7
2.2,3193,6.7,22.6,17.1,28.5,29.6,6.5-7
8.0,3459,6.7,22.4,17.7,29.8,28.7,6.5-7
0.5,1301,6.6,22.2,17.3,30.2,29.8,6.5-7
23.6,17530,6.7,21.9,17.2,27.9,29.3,6.5-7
9.0,7318,6.7,21.9,18.1,30.9,29.0,6.5-7
1.5,1304,6.7,22.0,17.7,29.0,30.3,6.5-7
1.8,3348,6.8,17.8,30.1,42.9,37.0,6.5-7
3.8,2022,6.5,22.1,16.9,29.6,29.8,6.5-7
0.9,903,6.6,21.5,17.7,29.6,29.9,6.5-7
5.9,4939,6.6,22.8,17.5,29.1,29.6,6.5-7
22.8,12843,6.5,22.0,17.2,28.6,29.9,6.5-7
32.4,25895,6.6,20.8,17.2,28.0,29.6,6.5-7
107.0,61748,6.6,22.2,15.3,25.9,27.3,6.5-7
2.3,3752,6.7,19.8,24.3,35.2,33.6,6.5-7
9.7,5578,6.6,21.6,17.7,29.7,29.7,6.5-7
2.1,2387,6.7,21.6,20.3,33.7,30.6,6.5-7
5.9,4974,6.5,23.3,16.5,29.8,30.6,6.5-7
8.2,28509,6.5,20.0,16.2,29.3,32.1,6.5-7
1.6,2064,6.7,16.8,33.0,45.0,35.3,6.5-7
3.9,2225,6.7,21.7,18.4,30.9,30.2,6.5-7
240.6,194180,6.6,21.3,15.7,28.7,30.2,6.5-7
12.7,6617,6.6,20.8,19.0,30.6,30.7,6.5-7
6.7,14118,6.8,16.6,38.1,39.8,36.4,6.5-7
41.2,114285,6.6,20.4,18.9,29.8,29.2,6.5-7
1.0,2858,6.6,20.9,18.6,30.8,29.8,6.5-7
2.5,2153,6.6,22.0,17.8,29.1,28.8,6.5-7
9.5,10415,6.7,19.1,24.9,35.0,32.0,6.5-7
4.1,2345,6.6,22.7,18.1,30.1,30.0,6.5-7
4.2,6358,6.6,22.5,17.8,31.0,30.0,6.5-7
2.2,3110,6.6,23.4,15.3,26.6,28.0,6.5-7
1.4,1392,6.7,22.5,17.2,29.4,29.2,6.5-7
7.3,10138,6.8,15.9,38.2,42.7,40.6,6.5-7
3.4,5438,6.7,20.7,21.4,32.9,31.3,6.5-7
13.6,8415,6.7,21.1,17.7,31.1,29.7,6.5-7
34.8,16018,6.6,21.7,15.8,27.2,28.7,6.5-7
7.7,5470,6.6,21.9,19.2,31.0,31.4,6.5-7
43.9,22885,6.5,23.3,17.7,29.8,30.4,6.5-7
1.4,2755,6.7,16.9,32.9,42.4,38.2,6.5-7
229.6,77414,6.7,13.7,23.1,31.5,41.7,6.5-7
105.5,49949,6.5,13.7,24.4,35.3,42.6,6.5-7
41.2,16232,6.6,14.1,27.8,36.0,41.6,6.5-7
37.1,15092,6.6,14.7,27.2,37.7,42.4,6.5-7
239.6,133854,6.8,15.3,22.5,28.6,39.8,6.5-7
330.0,108478,6.6,13.1,21.9,32.5,38.9,6.5-7
83.0,39864,6.8,13.9,28.6,36.7,43.0,6.5-7
55.7,14792,6.7,15.0,24.3,32.7,42.3,6.5-7
46.4,27830,6.6,14.2,24.5,35.2,43.1,6.5-7
165.7,56547,6.8,13.6,27.1,33.9,42.3,6.5-7
134.8,40761,6.7,15.4,22.0,29.8,39.5,6.5-7
60.8,17376,6.6,13.8,23.9,33.5,42.9,6.5-7
73.8,32064,6.8,13.6,27.2,37.5,40.9,6.5-7
32.3,7651,6.7,14.1,28.4,38.9,43.3,6.5-7
83.2,36168,6.7,13.4,27.8,37.5,42.3,6.5-7
132.4,56783,6.8,14.6,23.7,32.8,39.7,6.5-7
53.6,14241,6.5,13.2,24.8,36.2,43.3,6.5-7
89.4,60916,6.8,13.9,24.4,32.1,40.1,6.5-7
1378.1,694617,6.3,16.5,16.9,26.9,38.7,6-6.5
35.0,11698,6.7,14.2,25.8,34.5,41.3,6.5-7
67.7,20614,6.6,14.0,24.5,35.1,42.5,6.5-7
110.8,54267,6.7,14.8,23.4,32.4,40.1,6.5-7
72.6,37192,6.6,13.9,24.4,35.2,41.0,6.5-7
58.6,41325,6.4,14.7,21.4,31.1,41.9,6-6.5
37.3,18613,6.8,14.2,27.0,36.1,42.1,6.5-7
76.4,42385,6.7,15.2,22.9,30.7,43.4,6.5-7
81.6,49209,6.6,13.7,24.4,35.5,41.3,6.5-7
48.4,29581,6.6,14.4,23.5,32.0,41.0,6.5-7
83.4,23406,6.7,14.4,26.6,34.7,41.2,6.5-7
111.3,69253,6.8,13.7,24.3,35.3,41.5,6.5-7
37.4,13481,6.8,13.6,27.5,37.0,43.0,6.5-7
403.9,65103,6.5,14.1,24.2,34.8,45.6,6.5-7
680.5,369150,6.4,16.2,19.3,27.9,39.1,6-6.5
29.8,6636,6.8,13.8,29.7,37.7,42.3,6.5-7
37.5,25022,6.2,12.9,27.5,40.2,47.4,6-6.5
44.6,25752,6.7,14.5,26.9,35.6,41.1,6.5-7
116.8,56894,6.7,13.9,26.1,35.6,42.3,6.5-7
32.4,17288,6.1,11.9,26.6,39.1,46.0,6-6.5
54.1,28158,6.6,13.6,27.3,34.5,42.3,6.5-7
57.7,32457,6.7,13.8,26.8,35.4,42.2,6.5-7
41.3,25297,6.7,14.6,26.2,34.9,42.6,6.5-7
41.2,8246,6.7,14.3,26.9,35.4,42.5,6.5-7
35.1,18623,6.7,15.2,25.1,33.2,42.0,6.5-7
38.4,11826,6.7,13.8,28.2,35.4,42.0,6.5-7
199.8,54772,6.7,15.2,23.3,31.5,41.0,6.5-7
59.8,17837,6.7,14.3,29.4,36.1,41.9,6.5-7
928.7,471965,6.8,15.7,18.6,28.9,39.6,6.5-7
43.1,7147,6.4,13.9,30.9,40.7,45.8,6-6.5
54.0,25499,6.3,12.8,28.9,39.8,46.3,6-6.5
71.9,44353,6.7,13.9,26.0,35.3,41.1,6.5-7
43.7,12332,6.7,14.2,25.8,34.6,42.4,6.5-7
60.4,34465,6.7,13.9,24.0,31.9,42.7,6.5-7
237.4,54412,6.6,15.4,20.9,30.0,41.7,6.5-7
125.5,53988,6.6,14.2,26.6,34.4,41.3,6.5-7
45.7,25740,6.7,13.6,27.7,36.9,42.9,6.5-7
80.7,24780,6.7,14.0,26.0,38.1,42.4,6.5-7
176.2,98153,6.3,12.9,21.2,32.5,41.4,6-6.5
58.3,29043,6.7,15.4,26.2,32.1,42.0,6.5-7
92.2,34599,6.7,14.8,23.7,32.8,41.6,6.5-7
158.5,97197,6.6,14.5,20.9,30.9,39.4,6.5-7
64.1,12517,6.7,14.8,26.2,34.4,42.2,6.5-7
73.6,46760,6.6,13.8,26.7,35.3,42.5,6.5-7
390.4,210495,6.4,14.1,19.3,28.8,42.8,6-6.5
50.3,6497,6.7,15.2,22.7,30.4,41.2,6.5-7
41.1,21456,6.7,14.3,28.5,37.2,44.5,6.5-7
55.2,30090,6.6,14.1,26.5,36.9,42.5,6.5-7
51.6,22347,6.8,14.1,26.7,35.2,42.4,6.5-7
19.6,8120,6.7,13.8,28.5,37.0,42.7,6.5-7
31.1,5075,6.8,14.3,27.7,36.0,41.6,6.5-7
38.8,16885,6.8,14.5,25.0,32.6,41.6,6.5-7
201.4,80766,6.6,14.2,23.0,33.2,40.9,6.5-7
105.8,33353,6.7,13.9,25.0,34.8,42.9,6.5-7
148.6,53591,6.7,15.0,23.8,30.6,41.5,6.5-7
151.3,72075,6.6,14.8,21.5,31.0,40.9,6.5-7
540.9,335013,6.5,15.1,19.2,27.2,42.2,6.5-7
41.6,22142,6.8,13.7,29.2,36.4,43.6,6.5-7
56.8,15090,6.7,14.5,25.2,33.9,40.1,6.5-7
166.5,98658,6.8,13.9,24.6,32.9,41.0,6.5-7
1226.8,936255,5.9,14.4,19.7,31.9,45.9,5.5-6
64.4,20248,6.7,14.4,25.2,35.1,40.8,6.5-7
30.0,13769,6.7,14.8,23.2,31.6,42.0,6.5-7
385.0,159132,6.8,13.7,23.1,31.5,41.0,6.5-7
363.9,192664,6.6,14.7,19.5,29.3,39.5,6.5-7
134.8,61769,6.6,14.0,22.7,32.2,41.0,6.5-7
98.5,11243,6.5,16.1,23.8,32.1,42.7,6.5-7
96.4,17944,6.8,14.4,25.3,34.6,41.6,6.5-7
89.9,20089,6.7,14.5,27.8,35.4,42.5,6.5-7
21.6,5900,6.7,14.1,28.8,36.9,42.3,6.5-7
95.8,41430,6.5,14.1,26.1,35.6,42.4,6.5-7
397.6,129815,6.8,13.9,21.0,30.0,40.1,6.5-7
22.8,16711,6.6,14.9,26.7,35.3,43.4,6.5-7
57.4,33341,6.6,13.5,24.2,32.5,42.8,6.5-7
73.1,27519,6.7,13.8,26.4,34.0,41.2,6.5-7
412.7,240431,6.6,15.8,13.3,21.5,35.0,6.5-7
255.6,145878,6.6,15.6,18.5,27.2,39.5,6.5-7
54.4,57813,6.1,19.5,21.5,33.5,38.0,6-6.5
12.6,18868,5.6,18.4,16.9,33.9,35.8,5.5-6
108.8,86763,6.3,17.4,19.8,34.8,37.3,6-6.5
93.3,23511,6.2,17.5,20.5,35.6,36.6,6-6.5
9.5,8584,6.6,20.2,18.8,26.8,35.2,6.5-7
2.1,1897,6.6,20.5,17.9,26.0,34.0,6.5-7
42.2,51470,5.3,17.1,16.4,35.0,35.9,5-5.5
46.6,30128,6.1,18.7,16.4,29.8,35.7,6-6.5
8.4,6967,5.5,18.1,15.6,33.2,36.2,5.5-6
29.5,23322,6.2,19.1,17.3,29.4,35.2,6-6.5
100.8,89551,5.9,18.9,16.8,32.1,36.7,5.5-6
4.1,3517,6.4,19.5,18.5,28.7,35.8,6-6.5
37.0,32602,5.3,17.9,18.5,36.9,38.6,5-5.5
347.0,364726,5.9,18.3,16.9,29.6,38.5,5.5-6
1623.1,2012291,5.4,17.3,14.3,29.1,37.2,5-5.5
17.0,12068,6.3,19.9,16.3,27.2,35.1,6-6.5
0.7,652,6.3,21.2,13.4,22.0,33.4,6-6.5
19.2,18834,6.4,18.5,19.2,31.0,36.0,6-6.5
105.7,93553,6.3,18.3,20.7,30.6,38.9,6-6.5
277.6,376908,5.8,17.2,15.6,29.3,37.4,5.5-6
393.0,230102,6.0,16.9,16.3,28.2,34.7,6-6.5
1.5,9198,5.7,18.1,13.9,29.1,34.6,5.5-6
1.7,1554,6.1,17.3,19.6,34.0,36.8,6-6.5
7.5,7088,4.9,14.6,19.0,44.2,37.9,7+
40.2,38006,6.2,18.8,18.2,30.3,36.0,6-6.5
28.1,18543,6.1,18.8,19.0,30.8,37.1,6-6.5
48.9,48600,6.3,19.6,16.5,28.5,34.8,6-6.5
